,pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,height(m),days_bw_list_issue,days_bw_list_issue_log2
1979,ANSL_58416,2003-08-10 00:00:00,2018-09-01 09:00:00,0.0,Red,0.48,20.24,18,4,1.0,2,2.024,5501,12.425478187645329
1980,ANSL_49980,2016-01-03 00:00:00,2018-07-28 11:55:00,1.0,Black,0.55,31.56,0,7,0.0,2,3.1559999999999997,937,9.871905237659186
1981,ANSL_71981,2016-02-27 00:00:00,2017-03-30 14:50:00,0.0,Black,0.37,32.14,0,1,1.0,2,3.214,397,8.632995197142957
1982,ANSL_73204,2018-08-20 00:00:00,2018-11-17 18:19:00,0.0,Brown Tabby,0.72,39.02,0,1,1.0,1,3.902,89,6.475733430966398
1983,ANSL_57606,2016-06-23 00:00:00,2016-09-17 13:18:00,0.0,Calico,0.16,42.42,0,1,1.0,1,4.242,86,6.426264754702098
1984,ANSL_63133,2015-09-13 00:00:00,2017-10-08 16:51:00,2.0,Brown Tabby,0.32,27.16,18,4,0.0,1,2.716,756,9.562242424221072
1985,ANSL_57315,2015-04-23 00:00:00,2018-05-20 13:32:00,0.0,White,0.9,7.37,0,1,1.0,2,0.737,1123,10.133142212400601
1986,ANSL_65749,2017-07-29 00:00:00,2017-10-19 19:31:00,1.0,Brown Tabby,0.54,9.89,7,1,0.0,1,0.9890000000000001,82,6.357552004618084
1987,ANSL_69955,2016-08-01 00:00:00,2017-02-14 19:18:00,0.0,White,0.12,36.53,0,1,1.0,2,3.653,197,7.622051819456376
1988,ANSL_54034,2016-08-15 00:00:00,2016-09-27 18:27:00,,Brown Tabby,0.15,11.0,13,9,2.0,1,1.1,43,5.426264754702098
1989,ANSL_50287,2016-10-13 00:00:00,2017-01-20 14:52:00,1.0,Black,0.03,20.09,7,1,0.0,1,2.009,99,6.6293566200796095
1990,ANSL_76502,2019-01-25 00:00:00,2019-05-04 16:27:00,0.0,Black,0.6,6.37,0,1,1.0,2,0.637,99,6.6293566200796095
1991,ANSL_57604,2015-07-05 00:00:00,2017-07-29 16:59:00,0.0,White,0.36,39.65,0,1,1.0,2,3.965,755,9.560332834212442
1992,ANSL_60184,2016-11-16 00:00:00,2017-12-14 15:05:00,0.0,Brown,0.38,43.52,0,1,1.0,2,4.352,393,8.618385502258606
1993,ANSL_56062,2015-10-30 00:00:00,2017-11-26 16:41:00,0.0,White,0.16,11.19,0,1,1.0,2,1.119,758,9.566054038171092
1994,ANSL_63239,2015-10-08 00:00:00,2017-11-03 13:19:00,1.0,Red,0.46,13.29,0,1,0.0,2,1.329,757,9.564149489985732
1995,ANSL_69948,2018-05-12 00:00:00,2018-09-06 17:18:00,0.0,Tricolor,0.14,31.59,0,1,1.0,2,3.159,117,6.870364719583405
1996,ANSL_58562,2018-04-12 00:00:00,2018-10-07 00:00:00,1.0,Black,0.91,12.26,17,9,0.0,1,1.226,178,7.475733430966398
1997,ANSL_50794,2015-10-31 00:00:00,2018-09-04 14:53:00,0.0,Tan,0.11,49.35,0,7,1.0,2,4.9350000000000005,1039,10.020979938904212
1998,ANSL_50566,2016-05-13 00:00:00,2018-11-11 15:09:00,0.0,Black,0.04,15.56,13,9,1.0,2,1.556,912,9.832890014164741
1999,ANSL_69660,2011-09-28 00:00:00,2016-10-18 17:13:00,0.0,Black,0.8,12.56,0,7,1.0,2,1.256,1847,10.850968150982439
2000,ANSL_70872,2008-06-24 00:00:00,2017-03-09 14:59:00,0.0,Red,0.45,46.58,0,1,1.0,2,4.6579999999999995,3180,11.634811050171718
2001,ANSL_61793,2016-06-01 00:00:00,2017-07-28 00:00:00,0.0,Brown,0.43,31.23,13,9,1.0,2,3.123,422,8.721099188707186
2002,ANSL_75073,2016-07-16 00:00:00,2018-08-13 18:13:00,1.0,Brown,0.91,43.03,0,8,0.0,2,4.303,758,9.566054038171092
2003,ANSL_60648,2018-08-06 00:00:00,2018-12-17 13:04:00,0.0,Blue,0.3,39.55,0,1,1.0,1,3.9549999999999996,133,7.05528243550119
2004,ANSL_66689,2015-06-27 00:00:00,2018-02-12 12:08:00,1.0,Orange Tabby,0.69,46.18,0,7,0.0,1,4.618,961,9.90839262077375
2005,ANSL_54999,2017-10-23 00:00:00,2017-11-14 19:05:00,,Black Tabby,0.09,27.53,13,9,2.0,1,2.753,22,4.459431618637297
2006,ANSL_57178,2011-07-27 00:00:00,2016-08-17 17:14:00,2.0,Chocolate,0.11,5.1,1,4,1.0,2,0.51,1848,10.851749041416058
2007,ANSL_73772,2016-12-27 00:00:00,2017-09-25 15:20:00,0.0,Orange Tabby,0.58,28.01,16,9,1.0,1,2.801,272,8.087462841250339
2008,ANSL_61703,2017-12-06 00:00:00,2018-01-11 14:18:00,,Black,0.29,20.03,13,9,2.0,1,2.003,36,5.169925001442312
2009,ANSL_75307,2017-03-19 00:00:00,2019-04-06 15:40:00,2.0,Black,0.72,29.24,11,4,0.0,4,2.924,748,9.546894459887637
2010,ANSL_72752,2017-10-16 00:00:00,2018-11-05 15:34:00,,Gray,0.77,22.77,11,4,2.0,4,2.277,385,8.588714635582264
2011,ANSL_61659,2018-01-20 00:00:00,2018-07-24 18:46:00,2.0,Red,0.72,24.11,0,7,1.0,2,2.411,185,7.531381460516312
2012,ANSL_57156,2018-07-30 00:00:00,2018-11-10 17:17:00,1.0,Black,0.61,24.81,0,1,0.0,2,2.481,103,6.6865005271832185
2013,ANSL_55932,2016-10-30 00:00:00,2017-11-27 17:21:00,0.0,Sable,0.37,44.9,0,1,1.0,2,4.49,393,8.618385502258606
2014,ANSL_75617,2017-03-23 00:00:00,2019-04-13 18:40:00,,Gray,0.68,22.57,18,4,2.0,4,2.257,751,9.552669097514272
2015,ANSL_68576,2017-12-05 00:00:00,2018-12-29 00:00:00,0.0,Cream,0.86,17.22,0,1,1.0,2,1.722,389,8.603626344986193
2016,ANSL_75666,2018-11-06 00:00:00,2019-03-19 17:09:00,2.0,Brown Tabby,0.7,19.55,0,1,0.0,1,1.955,133,7.05528243550119
2017,ANSL_65157,2018-07-01 00:00:00,2019-03-01 14:01:00,0.0,Black,0.85,37.95,0,7,1.0,1,3.7950000000000004,243,7.924812503605781
2018,ANSL_58373,2016-06-13 00:00:00,2018-07-11 14:07:00,1.0,White,0.84,18.87,0,1,0.0,2,1.887,758,9.566054038171092
2019,ANSL_67101,2006-02-28 00:00:00,2018-03-19 13:47:00,2.0,Tan,0.37,41.99,0,7,0.0,2,4.199,4402,12.103943429891558
2020,ANSL_59563,2018-07-26 00:00:00,2018-12-20 15:58:00,0.0,Brown,0.64,29.08,0,1,1.0,2,2.908,147,7.199672344836364
2021,ANSL_52874,2016-12-16 00:00:00,2017-08-11 17:42:00,0.0,Tricolor,0.67,24.04,0,1,1.0,2,2.404,238,7.894817763307944
2022,ANSL_55686,2016-06-10 00:00:00,2017-12-16 00:00:00,0.0,Black,0.37,30.62,13,9,1.0,2,3.0620000000000003,554,9.113742166049189
2023,ANSL_57759,2014-09-16 00:00:00,2016-10-16 18:16:00,0.0,Blue Merle,0.88,25.82,0,1,1.0,2,2.582,761,9.571752643503546
2024,ANSL_54678,2010-12-24 00:00:00,2018-01-15 12:27:00,1.0,Blue,0.59,46.36,0,1,0.0,2,4.636,2579,11.332596057789214
2025,ANSL_75026,2015-07-23 00:00:00,2017-08-19 11:49:00,1.0,White,0.36,47.89,0,1,0.0,2,4.789,758,9.566054038171092
2026,ANSL_67991,2017-10-29 00:00:00,2017-12-18 11:39:00,2.0,Black,0.51,35.72,13,9,0.0,1,3.572,50,5.643856189774724
2027,ANSL_68114,2002-10-22 00:00:00,2016-11-12 16:39:00,0.0,Chocolate,0.42,16.87,18,4,1.0,2,1.687,5135,12.326148561205557
2028,ANSL_57954,2016-01-25 00:00:00,2018-02-16 12:45:00,2.0,Black,0.33,42.79,0,7,0.0,2,4.279,753,9.556506054671928
2029,ANSL_73613,2008-07-27 00:00:00,2018-08-18 11:21:00,2.0,Brown,0.3,32.0,0,7,0.0,2,3.2,3674,11.84313591111135
2030,ANSL_53891,2010-07-31 00:00:00,2019-02-16 13:28:00,0.0,Brown,0.62,35.6,0,7,1.0,2,3.56,3122,11.608254821977908
2031,ANSL_71968,2016-09-10 00:00:00,2017-03-05 18:33:00,0.0,Black,0.11,24.18,0,7,1.0,2,2.418,176,7.459431618637297
2032,ANSL_62100,2015-12-30 00:00:00,2017-03-05 18:46:00,2.0,White,0.09,8.9,13,9,0.0,4,0.89,431,8.751544059089099
2033,ANSL_69197,2012-11-24 00:00:00,2018-12-17 11:45:00,0.0,Brown,0.22,46.21,13,9,1.0,2,4.621,2214,11.112439506781552
2034,ANSL_62262,2009-07-31 00:00:00,2016-08-21 17:32:00,1.0,Red,0.8,33.64,0,1,0.0,2,3.364,2578,11.332036548361652
2035,ANSL_59842,2016-10-02 00:00:00,2017-06-29 15:43:00,2.0,Black,0.42,7.79,13,9,0.0,2,0.779,270,8.076815597050832
2036,ANSL_65758,2015-11-28 00:00:00,2017-12-18 14:01:00,,Brown,0.05,27.8,15,4,2.0,4,2.7800000000000002,751,9.552669097514272
2037,ANSL_56888,2016-11-03 00:00:00,2019-01-17 17:30:00,0.0,Tortie,0.25,33.77,0,1,1.0,1,3.3770000000000002,805,9.65284497300198
2038,ANSL_71979,2009-12-24 00:00:00,2018-01-14 11:08:00,2.0,Tan,0.58,24.62,0,7,1.0,4,2.462,2943,11.523071826940395
2039,ANSL_69115,2014-07-19 00:00:00,2016-08-09 08:10:00,,Black,0.53,43.15,15,4,2.0,4,4.3149999999999995,752,9.554588851677638
2040,ANSL_63848,2013-01-28 00:00:00,2019-03-13 15:24:00,1.0,Orange Tabby,0.49,16.49,0,1,0.0,1,1.6489999999999998,2235,11.12605911607068
2041,ANSL_52304,2017-06-23 00:00:00,2017-10-19 18:50:00,0.0,Brown Tabby,0.6,46.02,7,1,1.0,1,4.602,118,6.882643049361842
2042,ANSL_75450,2005-12-16 00:00:00,2019-04-09 16:04:00,1.0,Black,0.11,25.51,0,7,0.0,2,2.551,4862,12.247334178028728
2043,ANSL_76545,2007-12-05 00:00:00,2019-05-05 16:55:00,0.0,Red,0.38,31.92,0,7,1.0,2,3.192,4169,12.025485656808389
2044,ANSL_62997,2016-11-01 00:00:00,2017-11-23 16:44:00,2.0,White,0.15,16.59,13,9,0.0,1,1.659,387,8.59618975614441
2045,ANSL_65562,2016-01-26 00:00:00,2019-02-16 17:58:00,,Brown,0.94,8.1,0,7,2.0,4,0.8099999999999999,1117,10.125413470483315
2046,ANSL_53557,2002-04-29 00:00:00,2017-05-25 18:36:00,1.0,Tricolor,0.39,24.21,13,9,0.0,2,2.4210000000000003,5505,12.426526848451731
2047,ANSL_71545,2015-05-10 00:00:00,2017-06-29 18:37:00,0.0,Tortie,0.32,39.34,0,1,1.0,1,3.934,781,9.60917873814198
2048,ANSL_64377,2014-07-03 00:00:00,2016-07-27 12:05:00,1.0,Red,0.51,35.61,13,9,0.0,2,3.561,755,9.560332834212442
2049,ANSL_59702,2016-01-30 00:00:00,2018-05-20 16:21:00,1.0,Brown Brindle,0.5,28.88,0,1,0.0,2,2.888,841,9.715961990255144
2050,ANSL_56624,2015-04-16 00:00:00,2016-10-04 16:01:00,1.0,White,0.43,12.76,0,7,0.0,2,1.276,537,9.068778277985412
2051,ANSL_67240,2016-05-31 00:00:00,2017-06-30 18:30:00,1.0,Black,0.28,22.95,0,1,0.0,1,2.295,395,8.625708843064466
2052,ANSL_69971,2016-08-25 00:00:00,2016-11-10 17:07:00,1.0,Black,0.25,21.17,0,1,0.0,2,2.117,77,6.266786540694901
2053,ANSL_60651,2015-02-13 00:00:00,2017-03-29 15:47:00,0.0,White,0.16,28.7,13,9,1.0,2,2.87,775,9.5980525001616
2054,ANSL_58980,2018-04-24 00:00:00,2018-08-01 18:29:00,0.0,Tortie,0.7,43.72,0,1,1.0,1,4.372,99,6.6293566200796095
2055,ANSL_67717,2010-09-28 00:00:00,2017-08-24 00:00:00,1.0,Brown,0.68,20.05,0,7,0.0,2,2.005,2522,11.30035256032822
2056,ANSL_61362,2015-10-26 00:00:00,2016-07-17 09:00:00,2.0,Brown Tabby,0.8,37.07,16,9,1.0,1,3.707,265,8.049848549450562
2057,ANSL_63094,2015-12-01 00:00:00,2018-01-03 17:21:00,0.0,Blue,0.47,5.64,0,1,1.0,2,0.564,764,9.57742882803575
2058,ANSL_67094,2016-02-04 00:00:00,2018-02-25 14:33:00,,Gray,0.91,37.58,15,4,2.0,4,3.758,752,9.554588851677638
2059,ANSL_74619,2018-04-16 00:00:00,2018-07-17 18:56:00,1.0,White,0.34,23.3,0,1,0.0,2,2.33,92,6.523561956057013
2060,ANSL_73675,2016-04-13 00:00:00,2016-08-01 16:58:00,0.0,Black,0.08,47.77,0,1,1.0,2,4.777,110,6.78135971352466
2061,ANSL_61620,2016-10-11 00:00:00,2016-11-03 13:17:00,2.0,Brown Tabby,0.6,49.53,13,9,0.0,1,4.953,23,4.523561956057013
2062,ANSL_72998,2015-09-28 00:00:00,2016-12-05 14:23:00,1.0,White,0.38,45.6,0,7,0.0,2,4.5600000000000005,434,8.761551232444479
2063,ANSL_65220,2014-08-28 00:00:00,2016-09-24 17:03:00,0.0,Brown Brindle,0.82,34.31,0,1,1.0,2,3.431,758,9.566054038171092
2064,ANSL_67649,2009-06-04 00:00:00,2018-07-03 16:06:00,1.0,Red,0.5,24.35,0,7,0.0,2,2.435,3316,11.69522829149575
2065,ANSL_59590,2018-06-25 00:00:00,2018-10-20 18:20:00,,Black,0.79,34.37,17,9,2.0,1,3.437,117,6.870364719583405
2066,ANSL_75872,2018-11-29 00:00:00,2019-04-20 10:53:00,2.0,Brown Tabby,0.63,42.43,13,9,0.0,1,4.243,142,7.149747119504682
2067,ANSL_61302,2012-07-10 00:00:00,2016-07-31 15:02:00,0.0,Black,0.96,18.54,0,7,1.0,2,1.8539999999999999,1482,10.533329732305834
2068,ANSL_65833,2016-02-14 00:00:00,2017-03-10 17:40:00,1.0,Silver,0.57,29.23,0,1,0.0,2,2.923,390,8.60733031374961
2069,ANSL_75591,2019-01-14 00:00:00,2019-04-13 12:41:00,0.0,Brown Tabby,0.68,15.67,7,1,1.0,1,1.567,89,6.475733430966398
2070,ANSL_60187,2016-07-07 00:00:00,2017-07-31 17:17:00,1.0,Chocolate,0.22,15.36,0,7,0.0,2,1.536,389,8.603626344986193
2071,ANSL_63156,2017-07-30 00:00:00,2018-08-24 16:58:00,0.0,Blue,0.17,44.2,17,9,1.0,1,4.42,390,8.60733031374961
2072,ANSL_66788,2009-12-30 00:00:00,2017-01-21 17:40:00,,Black,0.97,39.71,9,2,2.0,1,3.971,2579,11.332596057789214
2073,ANSL_76506,2015-04-13 00:00:00,2019-05-04 16:00:00,1.0,Brown,0.19,49.1,0,7,0.0,2,4.91,1482,10.533329732305834
2074,ANSL_66605,2015-12-29 00:00:00,2017-03-03 15:17:00,1.0,Black,0.18,46.09,7,1,0.0,2,4.609,430,8.74819284958946
2075,ANSL_59176,2016-10-28 00:00:00,2017-11-21 11:34:00,0.0,White,0.83,12.16,13,9,1.0,2,1.216,389,8.603626344986193
2076,ANSL_60448,2018-03-30 00:00:00,2018-09-25 15:50:00,2.0,Black,0.27,25.29,13,9,0.0,1,2.529,179,7.483815777264256
2077,ANSL_61314,2016-03-03 00:00:00,2018-12-09 12:24:00,2.0,Brown Brindle,0.06,35.06,0,7,1.0,2,3.5060000000000002,1011,9.981567281903015
2078,ANSL_71183,2015-04-07 00:00:00,2017-05-05 00:00:00,2.0,Tan,0.58,49.34,13,9,1.0,2,4.934,759,9.567956075415466
2079,ANSL_70202,2014-09-15 00:00:00,2016-10-14 11:07:00,0.0,Seal Point,0.91,33.74,13,9,1.0,1,3.374,760,9.569855608330949
2080,ANSL_60328,2018-09-29 00:00:00,2019-01-28 13:26:00,2.0,Torbie,0.22,26.26,13,9,1.0,1,2.6260000000000003,121,6.918863237274595
2081,ANSL_54140,2016-07-02 00:00:00,2016-09-19 17:18:00,1.0,Brown Tabby,0.63,15.92,0,1,0.0,1,1.592,79,6.303780748177103
2082,ANSL_66422,2012-11-17 00:00:00,2018-12-13 14:23:00,2.0,Brown,0.49,10.73,0,8,0.0,2,1.073,2217,11.114393054867307
2083,ANSL_64950,2011-01-16 00:00:00,2017-02-11 19:13:00,1.0,Black,0.4,45.95,0,1,0.0,2,4.595000000000001,2218,11.11504365016171
2084,ANSL_56801,2017-05-16 00:00:00,2017-11-25 15:00:00,1.0,White,0.37,25.56,0,7,0.0,2,2.556,193,7.592457037268081
2085,ANSL_54323,2017-05-11 00:00:00,2018-06-07 11:32:00,0.0,White,0.08,36.71,13,9,1.0,2,3.6710000000000003,392,8.614709844115207
2086,ANSL_57337,2017-01-23 00:00:00,2019-02-15 08:48:00,,Brown,0.2,46.85,15,4,2.0,4,4.6850000000000005,753,9.556506054671928
2087,ANSL_54292,2017-08-04 00:00:00,2017-10-07 13:55:00,2.0,Tortie,0.43,24.45,13,9,1.0,1,2.445,64,6.0
2088,ANSL_60713,2017-06-23 00:00:00,2017-09-24 13:31:00,,White,0.96,33.33,7,1,2.0,0,3.3329999999999997,93,6.539158811108031
2089,ANSL_64859,2012-09-12 00:00:00,2016-10-09 16:02:00,1.0,Red,0.83,28.62,0,7,0.0,2,2.862,1488,10.539158811108031
2090,ANSL_49971,2016-08-30 00:00:00,2017-03-07 12:09:00,2.0,Black,0.45,9.38,13,9,1.0,2,0.9380000000000001,189,7.562242424221073
2091,ANSL_51107,2016-04-10 00:00:00,2016-08-20 18:41:00,1.0,Orange Tabby,0.72,28.64,0,1,0.0,1,2.864,132,7.044394119358453
2092,ANSL_62383,2017-12-22 00:00:00,2019-01-12 18:54:00,1.0,Black,0.33,49.13,0,1,0.0,2,4.913,386,8.59245703726808
2093,ANSL_68822,2017-07-12 00:00:00,2017-10-19 19:10:00,0.0,Tortie,0.07,28.04,7,1,1.0,1,2.804,99,6.6293566200796095
2094,ANSL_57158,2017-07-25 00:00:00,2018-10-02 15:18:00,0.0,Tan,0.1,40.13,0,1,1.0,2,4.013,434,8.761551232444479
2095,ANSL_70781,2016-11-01 00:00:00,2018-11-27 18:59:00,1.0,White,0.22,45.95,0,1,0.0,2,4.595000000000001,756,9.562242424221072
2096,ANSL_50990,2014-03-15 00:00:00,2019-01-05 00:00:00,1.0,Tricolor,0.83,16.81,13,9,0.0,2,1.6809999999999998,1757,10.778898476008376
2097,ANSL_63436,2011-08-12 00:00:00,2018-09-09 10:02:00,0.0,Tortie,0.25,11.37,0,1,1.0,1,1.137,2585,11.335948565202298
2098,ANSL_50005,2017-09-11 00:00:00,2018-10-11 18:11:00,0.0,Blue,0.27,45.34,0,1,1.0,2,4.534000000000001,395,8.625708843064466
2099,ANSL_59483,2015-06-01 00:00:00,2016-10-18 18:37:00,0.0,Brown,0.72,13.26,0,1,1.0,2,1.326,505,8.980139577639157
2100,ANSL_73552,2019-01-02 00:00:00,2019-02-08 11:35:00,,Brown Tabby,0.37,10.27,13,9,2.0,1,1.027,37,5.20945336562895
2101,ANSL_55204,2017-01-02 00:00:00,2018-01-27 14:10:00,,White,0.84,30.58,0,7,2.0,0,3.058,390,8.60733031374961
2102,ANSL_64889,2004-10-27 00:00:00,2019-02-20 13:25:00,2.0,White,0.57,36.93,13,9,1.0,2,3.693,5229,12.352319354846841
2103,ANSL_56481,2015-02-04 00:00:00,2017-03-03 13:23:00,1.0,Red,0.67,27.1,0,1,0.0,2,2.71,758,9.566054038171092
2104,ANSL_62921,2013-12-07 00:00:00,2017-03-09 11:29:00,1.0,White,0.96,12.72,18,4,0.0,2,1.272,1188,10.214319120800766
2105,ANSL_64328,2016-08-21 00:00:00,2016-11-26 18:53:00,1.0,Blue Tabby,0.23,27.85,0,1,0.0,1,2.785,97,6.599912842187128
2106,ANSL_57364,2018-07-31 00:00:00,2018-11-09 18:58:00,1.0,Black,0.91,21.01,0,1,0.0,2,2.101,101,6.658211482751795
2107,ANSL_57346,2017-09-10 00:00:00,2017-12-13 17:55:00,0.0,Black,0.09,18.95,0,1,1.0,1,1.895,94,6.554588851677638
2108,ANSL_73358,2016-10-12 00:00:00,2016-12-21 13:56:00,2.0,Brown Tabby,0.49,41.15,13,9,1.0,1,4.115,70,6.129283016944966
2109,ANSL_68110,2016-06-22 00:00:00,2016-11-25 12:53:00,0.0,Black,0.38,39.66,0,1,1.0,1,3.9659999999999997,156,7.285402218862249
2110,ANSL_56294,2016-02-10 00:00:00,2019-03-10 16:21:00,1.0,Blue,0.71,34.74,0,1,0.0,2,3.474,1124,10.134426320220927
2111,ANSL_74077,2015-06-04 00:00:00,2017-08-18 13:26:00,1.0,Fawn,0.46,8.92,0,1,0.0,2,0.892,806,9.654636028527968
2112,ANSL_57728,2018-07-19 00:00:00,2018-09-10 09:09:00,2.0,Black,0.36,19.05,13,9,0.0,1,1.905,53,5.727920454563199
2113,ANSL_57539,2017-02-21 00:00:00,2017-05-06 12:23:00,2.0,Black,0.4,11.06,0,1,1.0,1,1.106,74,6.20945336562895
2114,ANSL_52826,2014-11-15 00:00:00,2019-01-08 12:55:00,0.0,Torbie,0.85,32.69,0,1,1.0,1,3.2689999999999997,1515,10.565102078360313
2115,ANSL_64808,2013-05-30 00:00:00,2017-06-24 17:13:00,0.0,Tricolor,0.69,20.2,0,1,1.0,2,2.02,1486,10.537218400538595
2116,ANSL_60842,2018-02-17 00:00:00,2018-09-09 00:00:00,2.0,Orange Tabby,0.85,19.27,17,9,0.0,1,1.927,204,7.672425341971495
2117,ANSL_61688,2017-06-21 00:00:00,2017-09-12 17:23:00,1.0,Cream,0.69,7.03,0,7,0.0,2,0.7030000000000001,83,6.3750394313469245
2118,ANSL_74177,2016-10-18 00:00:00,2017-02-21 13:37:00,1.0,Orange Tabby,0.14,20.66,7,1,0.0,1,2.066,126,6.977279923499917
2119,ANSL_76543,2019-01-28 00:00:00,2019-04-22 14:03:00,2.0,Brown Tabby,0.13,37.08,0,1,1.0,1,3.7079999999999997,84,6.392317422778761
2120,ANSL_54353,2016-01-14 00:00:00,2016-08-08 18:19:00,1.0,Black,0.58,9.55,0,1,0.0,2,0.9550000000000001,207,7.693486957499325
2121,ANSL_54337,2017-08-27 00:00:00,2017-12-14 17:22:00,1.0,Blue,0.51,18.38,0,1,0.0,1,1.8379999999999999,109,6.768184324776926
2122,ANSL_68735,2013-08-14 00:00:00,2016-09-19 10:33:00,1.0,Black,0.0,47.23,0,7,0.0,2,4.723,1132,10.144658242831882
2123,ANSL_72136,2014-12-28 00:00:00,2017-01-22 14:11:00,0.0,White,0.98,9.07,13,9,1.0,2,0.907,756,9.562242424221072
2124,ANSL_58617,2018-04-17 00:00:00,2018-07-22 18:28:00,0.0,Tan,0.9,38.83,0,1,1.0,2,3.883,96,6.584962500721156
2125,ANSL_51396,2017-05-26 00:00:00,2017-08-17 17:06:00,1.0,Black,0.44,21.07,7,1,0.0,1,2.107,83,6.3750394313469245
2126,ANSL_69163,2016-03-24 00:00:00,2017-04-25 18:05:00,1.0,Tan,0.52,46.57,0,1,0.0,2,4.657,397,8.632995197142957
2127,ANSL_71989,2016-10-21 00:00:00,2018-11-18 09:50:00,0.0,White,0.71,18.07,13,9,1.0,2,1.807,758,9.566054038171092
2128,ANSL_65897,2016-08-22 00:00:00,2018-09-12 15:34:00,2.0,White,0.26,44.45,13,9,0.0,2,4.445,751,9.552669097514272
2129,ANSL_74170,2016-11-15 00:00:00,2017-02-15 13:56:00,2.0,Brown Tabby,0.23,12.47,13,9,0.0,1,1.247,92,6.523561956057013
2130,ANSL_68311,2016-10-26 00:00:00,2019-01-19 18:34:00,2.0,Black,0.51,49.74,13,9,1.0,2,4.974,815,9.67065624911844
2131,ANSL_73965,2017-06-05 00:00:00,2018-06-28 18:10:00,1.0,White,0.99,20.19,0,7,0.0,2,2.019,388,8.599912842187127
2132,ANSL_75883,2017-09-30 00:00:00,2019-04-20 13:30:00,2.0,White,0.38,46.51,0,7,1.0,2,4.651,567,9.147204924942228
2133,ANSL_50955,2018-08-31 00:00:00,2018-12-26 11:48:00,1.0,Cream Tabby,0.96,22.06,0,1,0.0,1,2.206,117,6.870364719583405
2134,ANSL_73310,2016-06-18 00:00:00,2017-05-12 19:15:00,0.0,Black,0.7,48.34,16,9,1.0,1,4.8340000000000005,328,8.357552004618084
2135,ANSL_59617,2009-05-02 00:00:00,2018-12-16 12:49:00,1.0,Black,0.68,6.45,7,1,0.0,2,0.645,3515,11.779308973959898
2136,ANSL_60492,2014-04-17 00:00:00,2018-08-19 18:05:00,1.0,Tan,0.22,22.73,0,1,0.0,2,2.273,1585,10.63026712502677
2137,ANSL_63554,2017-02-18 00:00:00,2018-06-28 15:45:00,0.0,Chocolate,0.09,46.37,0,1,1.0,2,4.637,495,8.951284714966972
2138,ANSL_56363,2005-10-22 00:00:00,2018-11-23 14:55:00,1.0,Gold,0.97,33.7,0,7,0.0,2,3.37,4780,12.222794902868111
2139,ANSL_55842,2011-07-09 00:00:00,2016-07-29 11:19:00,,Blue,0.5,49.31,18,4,2.0,1,4.931,1847,10.850968150982439
2140,ANSL_66752,2017-03-11 00:00:00,2017-08-14 11:26:00,0.0,Black,0.72,17.48,0,1,1.0,2,1.748,156,7.285402218862249
2141,ANSL_70737,2014-04-21 00:00:00,2017-03-04 13:47:00,0.0,Chocolate,0.83,48.31,0,1,1.0,2,4.831,1048,10.03342300153745
2142,ANSL_51914,2018-12-15 00:00:00,2019-02-16 17:49:00,2.0,White,0.07,23.97,13,9,1.0,1,2.397,63,5.977279923499917
2143,ANSL_54645,2018-06-11 00:00:00,2018-07-23 17:27:00,2.0,Blue Tabby,0.94,14.72,13,9,0.0,1,1.472,42,5.392317422778761
2144,ANSL_75227,2019-01-15 00:00:00,2019-04-05 08:53:00,1.0,Brown Tabby,0.78,19.39,7,1,0.0,1,1.939,80,6.321928094887363
2145,ANSL_55301,2010-10-20 00:00:00,2017-11-16 11:49:00,1.0,Tan,0.52,20.93,18,4,0.0,2,2.093,2584,11.335390354693924
2146,ANSL_53501,2018-11-16 00:00:00,2019-02-23 12:14:00,1.0,White,0.67,25.12,7,1,0.0,1,2.512,99,6.6293566200796095
2147,ANSL_50633,2006-10-06 00:00:00,2016-10-26 11:18:00,2.0,White,0.46,30.12,0,7,1.0,2,3.012,3673,11.842743180731658
2148,ANSL_76721,2018-04-27 00:00:00,2019-05-09 17:43:00,0.0,Black,0.93,48.61,0,1,1.0,1,4.861,377,8.558420713268664
2149,ANSL_54267,2015-08-08 00:00:00,2016-08-30 09:00:00,2.0,Blue,0.7,24.67,16,9,1.0,1,2.467,388,8.599912842187127
2150,ANSL_60376,2017-07-22 00:00:00,2017-09-17 18:24:00,2.0,White,0.63,25.38,13,9,0.0,2,2.538,57,5.832890014164741
2151,ANSL_58379,2015-10-20 00:00:00,2017-11-13 19:06:00,0.0,Black,0.17,19.35,0,7,1.0,2,1.935,755,9.560332834212442
2152,ANSL_63053,2008-02-22 00:00:00,2018-03-17 18:42:00,1.0,Yellow,0.02,32.82,13,9,0.0,2,3.282,3676,11.843921051289035
2153,ANSL_75143,2017-01-28 00:00:00,2019-02-19 16:25:00,2.0,White,0.17,18.25,0,7,0.0,2,1.825,752,9.554588851677638
2154,ANSL_54623,2018-02-09 00:00:00,2019-01-13 17:10:00,0.0,Black,0.26,33.45,0,1,1.0,2,3.345,338,8.400879436282183
2155,ANSL_54042,2018-09-01 00:00:00,2018-10-07 17:41:00,2.0,Brown Tabby,0.23,45.92,13,9,0.0,1,4.5920000000000005,36,5.169925001442312
2156,ANSL_73375,2017-12-04 00:00:00,2018-03-16 11:24:00,1.0,Brown Tabby,0.61,8.88,7,1,0.0,1,0.8880000000000001,102,6.672425341971495
